MCS,cells,mean_component_assembled_pore,mean_component_assembly_sites,mean_component_channel_complex,mean_component_connecting_complex,mean_component_nup188_inner_ring,mean_component_nup205_inner_ring,mean_component_y_complex,mean_localization_cytoplasm,mean_localization_nuclear_envelope,stage_fraction_channel_complex,stage_fraction_connecting_complex,stage_fraction_inner_ring,stage_fraction_mature,stage_fraction_none,stage_fraction_seed,stage_fraction_y_complex_scaffold,total_component_assembled_pore,total_component_assembly_sites,total_component_channel_complex,total_component_connecting_complex,total_component_nup188_inner_ring,total_component_nup205_inner_ring,total_component_y_complex
2100.0,484.0,0.02066115702479339,1.0,6.037190082644628,11.743801652892563,1.9958677685950412,2.3181818181818183,16.0,0.20000000000000168,0.8000000000000069,0.47520661157024796,0.384297520661157,0.03305785123966942,0.02066115702479339,0.0,0.002066115702479339,0.08471074380165289,10.0,484.0,2922.0,5684.0,966.0,1122.0,7744.0
2125.0,484.0,0.030991735537190084,1.0,6.1735537190082646,11.75206611570248,2.2024793388429753,2.5,16.0,0.20000000000000168,0.8000000000000069,0.5041322314049587,0.36363636363636365,0.026859504132231406,0.030991735537190084,0.0,0.002066115702479339,0.07231404958677685,15.0,484.0,2988.0,5688.0,1066.0,1210.0,7744.0
2150.0,484.0,0.030991735537190084,1.0,6.309917355371901,11.78099173553719,2.4545454545454546,2.6983471074380163,16.0,0.20000000000000168,0.8000000000000069,0.5206611570247934,0.3409090909090909,0.03925619834710744,0.030991735537190084,0.0,0.0,0.06818181818181818,15.0,484.0,3054.0,5702.0,1188.0,1306.0,7744.0
2175.0,484.0,0.045454545454545456,1.0,6.454545454545454,11.809917355371901,2.6735537190082646,2.87603305785124,16.0,0.20000000000000168,0.8000000000000069,0.5247933884297521,0.3347107438016529,0.0371900826446281,0.045454545454545456,0.0,0.0,0.05785123966942149,22.0,484.0,3124.0,5716.0,1294.0,1392.0,7744.0
2200.0,484.0,0.05371900826446281,1.0,6.595041322314049,11.834710743801653,2.871900826446281,3.0867768595041323,16.0,0.20000000000000168,0.8000000000000069,0.5330578512396694,0.32231404958677684,0.04338842975206612,0.05371900826446281,0.0,0.0,0.047520661157024795,26.0,484.0,3192.0,5728.0,1390.0,1494.0,7744.0
2225.0,484.0,0.06611570247933884,1.0,6.764462809917355,11.863636363636363,3.103305785123967,3.3140495867768593,16.0,0.20000000000000168,0.8000000000000069,0.5454545454545454,0.3037190082644628,0.04338842975206612,0.06611570247933884,0.0,0.0,0.04132231404958678,32.0,484.0,3274.0,5742.0,1502.0,1604.0,7744.0
2250.0,484.0,0.0743801652892562,1.0,6.8884297520661155,11.900826446280991,3.28099173553719,3.4917355371900825,16.0,0.20000000000000168,0.8000000000000069,0.5495867768595041,0.2830578512396694,0.05371900826446281,0.0743801652892562,0.0,0.0,0.03925619834710744,36.0,484.0,3334.0,5760.0,1588.0,1690.0,7744.0
2275.0,484.0,0.09090909090909091,1.0,6.987603305785124,11.913223140495868,3.487603305785124,3.6942148760330578,16.0,0.20000000000000168,0.8000000000000069,0.5516528925619835,0.25826446280991733,0.05991735537190083,0.09090909090909091,0.0,0.0,0.03925619834710744,44.0,484.0,3382.0,5766.0,1688.0,1788.0,7744.0
2300.0,484.0,0.1012396694214876,1.0,7.086776859504132,11.921487603305785,3.6983471074380163,3.9297520661157024,16.0,0.20000000000000168,0.8000000000000069,0.5661157024793388,0.24586776859504134,0.05991735537190083,0.1012396694214876,0.0,0.0,0.026859504132231406,49.0,484.0,3430.0,5770.0,1790.0,1902.0,7744.0
2325.0,484.0,0.11570247933884298,1.0,7.181818181818182,11.929752066115702,3.9008264462809916,4.144628099173554,16.0,0.20000000000000168,0.8000000000000069,0.5764462809917356,0.2231404958677686,0.06198347107438017,0.11570247933884298,0.0,0.0,0.022727272727272728,56.0,484.0,3476.0,5774.0,1888.0,2006.0,7744.0
2350.0,484.0,0.13016528925619836,1.0,7.256198347107438,11.938016528925619,4.1115702479338845,4.305785123966942,16.0,0.20000000000000168,0.8000000000000069,0.5847107438016529,0.19834710743801653,0.06611570247933884,0.13016528925619836,0.0,0.0,0.02066115702479339,63.0,484.0,3512.0,5778.0,1990.0,2084.0,7744.0
2375.0,484.0,0.1487603305785124,1.0,7.3429752066115705,11.938016528925619,4.301652892561983,4.5,16.0,0.20000000000000168,0.8000000000000069,0.6053719008264463,0.17768595041322313,0.05371900826446281,0.1487603305785124,0.0,0.0,0.014462809917355372,72.0,484.0,3554.0,5778.0,2082.0,2178.0,7744.0
2400.0,484.0,0.16322314049586778,1.0,7.425619834710743,11.946280991735538,4.483471074380165,4.644628099173554,16.0,0.20000000000000168,0.8000000000000069,0.5826446280991735,0.17148760330578514,0.06818181818181818,0.16322314049586778,0.0,0.0,0.014462809917355372,79.0,484.0,3594.0,5782.0,2170.0,2248.0,7744.0
2425.0,484.0,0.18801652892561985,1.0,7.483471074380165,11.954545454545455,4.706611570247934,4.900826446280992,16.0,0.20000000000000168,0.8000000000000069,0.5785123966942148,0.15495867768595042,0.0640495867768595,0.18801652892561985,0.0,0.0,0.014462809917355372,91.0,484.0,3622.0,5786.0,2278.0,2372.0,7744.0
2450.0,484.0,0.20041322314049587,1.0,7.520661157024794,11.962809917355372,4.867768595041323,5.095041322314049,16.0,0.20000000000000168,0.8000000000000069,0.5661157024793388,0.1384297520661157,0.08264462809917356,0.20041322314049587,0.0,0.0,0.012396694214876033,97.0,484.0,3640.0,5790.0,2356.0,2466.0,7744.0
2475.0,484.0,0.21487603305785125,1.0,7.574380165289257,11.97107438016529,5.033057851239669,5.309917355371901,16.0,0.20000000000000168,0.8000000000000069,0.5599173553719008,0.128099173553719,0.08471074380165289,0.21487603305785125,0.0,0.0,0.012396694214876033,104.0,484.0,3666.0,5794.0,2436.0,2570.0,7744.0
2500.0,484.0,0.24173553719008264,1.0,7.615702479338843,11.97107438016529,5.2272727272727275,5.533057851239669,16.0,0.20000000000000168,0.8000000000000069,0.5454545454545454,0.11570247933884298,0.08471074380165289,0.24173553719008264,0.0,0.0,0.012396694214876033,117.0,484.0,3686.0,5794.0,2530.0,2678.0,7744.0
2525.0,484.0,0.256198347107438,1.0,7.648760330578512,11.975206611570249,5.400826446280992,5.714876033057851,16.0,0.20000000000000168,0.8000000000000069,0.5351239669421488,0.09917355371900827,0.09710743801652892,0.256198347107438,0.0,0.0,0.012396694214876033,124.0,484.0,3702.0,5796.0,2614.0,2766.0,7744.0
2550.0,484.0,0.2644628099173554,1.0,7.68595041322314,11.979338842975206,5.586776859504132,5.892561983471074,16.0,0.20000000000000168,0.8000000000000069,0.5165289256198347,0.09504132231404959,0.1115702479338843,0.2644628099173554,0.0,0.0,0.012396694214876033,128.0,484.0,3720.0,5798.0,2704.0,2852.0,7744.0
2575.0,484.0,0.28512396694214875,1.0,7.714876033057851,11.979338842975206,5.68595041322314,6.0578512396694215,16.0,0.20000000000000168,0.8000000000000069,0.49793388429752067,0.08677685950413223,0.11983471074380166,0.28512396694214875,0.0,0.0,0.010330578512396695,138.0,484.0,3734.0,5798.0,2752.0,2932.0,7744.0
2600.0,484.0,0.3243801652892562,1.0,7.74793388429752,11.979338842975206,5.863636363636363,6.24793388429752,16.0,0.20000000000000168,0.8000000000000069,0.4793388429752066,0.07851239669421488,0.10743801652892562,0.3243801652892562,0.0,0.0,0.010330578512396695,157.0,484.0,3750.0,5798.0,2838.0,3024.0,7744.0
2625.0,484.0,0.3512396694214876,1.0,7.7809917355371905,11.987603305785123,6.008264462809917,6.355371900826446,16.0,0.20000000000000168,0.8000000000000069,0.4628099173553719,0.06198347107438017,0.11363636363636363,0.3512396694214876,0.0,0.0,0.010330578512396695,170.0,484.0,3766.0,5802.0,2908.0,3076.0,7744.0
2650.0,484.0,0.3739669421487603,1.0,7.801652892561983,11.991735537190083,6.161157024793388,6.516528925619835,16.0,0.20000000000000168,0.8000000000000069,0.4380165289256198,0.05785123966942149,0.11983471074380166,0.3739669421487603,0.0,0.0,0.010330578512396695,181.0,484.0,3776.0,5804.0,2982.0,3154.0,7744.0
2675.0,484.0,0.39462809917355374,1.0,7.81404958677686,11.991735537190083,6.2727272727272725,6.644628099173554,16.0,0.20000000000000168,0.8000000000000069,0.42768595041322316,0.05578512396694215,0.11363636363636363,0.39462809917355374,0.0,0.0,0.008264462809917356,191.0,484.0,3782.0,5804.0,3036.0,3216.0,7744.0
2700.0,484.0,0.42768595041322316,1.0,7.818181818181818,11.99586776859504,6.400826446280992,6.743801652892562,16.0,0.20000000000000168,0.8000000000000069,0.4132231404958678,0.03925619834710744,0.1115702479338843,0.42768595041322316,0.0,0.0,0.008264462809917356,207.0,484.0,3784.0,5806.0,3098.0,3264.0,7744.0
2725.0,484.0,0.4524793388429752,1.0,7.822314049586777,11.99586776859504,6.574380165289257,6.818181818181818,16.0,0.20000000000000168,0.8000000000000069,0.390495867768595,0.03305785123966942,0.11570247933884298,0.4524793388429752,0.0,0.0,0.008264462809917356,219.0,484.0,3786.0,5806.0,3182.0,3300.0,7744.0
2750.0,484.0,0.4793388429752066,1.0,7.8347107438016526,11.99586776859504,6.68595041322314,6.900826446280992,16.0,0.20000000000000168,0.8000000000000069,0.3677685950413223,0.03305785123966942,0.11363636363636363,0.4793388429752066,0.0,0.0,0.006198347107438017,232.0,484.0,3792.0,5806.0,3236.0,3340.0,7744.0
2775.0,484.0,0.5020661157024794,1.0,7.8429752066115705,11.99586776859504,6.797520661157025,6.975206611570248,16.0,0.20000000000000168,0.8000000000000069,0.3450413223140496,0.03305785123966942,0.11570247933884298,0.5020661157024794,0.0,0.0,0.004132231404958678,243.0,484.0,3796.0,5806.0,3290.0,3376.0,7744.0
2800.0,484.0,0.518595041322314,1.0,7.859504132231405,11.99586776859504,6.921487603305785,7.086776859504132,16.0,0.20000000000000168,0.8000000000000069,0.3202479338842975,0.030991735537190084,0.128099173553719,0.518595041322314,0.0,0.0,0.002066115702479339,251.0,484.0,3804.0,5806.0,3350.0,3430.0,7744.0
2825.0,484.0,0.5454545454545454,1.0,7.87603305785124,12.0,6.991735537190083,7.1735537190082646,16.0,0.20000000000000168,0.8000000000000069,0.28512396694214875,0.030991735537190084,0.13636363636363635,0.5454545454545454,0.0,0.0,0.002066115702479339,264.0,484.0,3812.0,5808.0,3384.0,3472.0,7744.0
2850.0,484.0,0.5743801652892562,1.0,7.8884297520661155,12.0,7.066115702479339,7.2272727272727275,16.0,0.20000000000000168,0.8000000000000069,0.26239669421487605,0.03305785123966942,0.13016528925619836,0.5743801652892562,0.0,0.0,0.0,278.0,484.0,3818.0,5808.0,3420.0,3498.0,7744.0
2875.0,484.0,0.6074380165289256,1.0,7.909090909090909,12.0,7.177685950413223,7.293388429752066,16.0,0.20000000000000168,0.8000000000000069,0.25413223140495866,0.030991735537190084,0.10743801652892562,0.6074380165289256,0.0,0.0,0.0,294.0,484.0,3828.0,5808.0,3474.0,3530.0,7744.0
2900.0,484.0,0.6342975206611571,1.0,7.925619834710743,12.0,7.190082644628099,7.330578512396694,16.0,0.20000000000000168,0.8000000000000069,0.24173553719008264,0.024793388429752067,0.09917355371900827,0.6342975206611571,0.0,0.0,0.0,307.0,484.0,3836.0,5808.0,3480.0,3548.0,7744.0
2925.0,484.0,0.6466942148760331,1.0,7.9421487603305785,12.0,7.276859504132231,7.396694214876033,16.0,0.20000000000000168,0.8000000000000069,0.22933884297520662,0.024793388429752067,0.09917355371900827,0.6466942148760331,0.0,0.0,0.0,313.0,484.0,3844.0,5808.0,3522.0,3580.0,7744.0
2950.0,484.0,0.6611570247933884,1.0,7.950413223140496,12.0,7.3347107438016526,7.4421487603305785,16.0,0.20000000000000168,0.8000000000000069,0.20867768595041322,0.022727272727272728,0.10743801652892562,0.6611570247933884,0.0,0.0,0.0,320.0,484.0,3848.0,5808.0,3550.0,3602.0,7744.0
2975.0,484.0,0.6818181818181818,1.0,7.954545454545454,12.0,7.392561983471074,7.491735537190083,16.0,0.20000000000000168,0.8000000000000069,0.19421487603305784,0.02066115702479339,0.10330578512396695,0.6818181818181818,0.0,0.0,0.0,330.0,484.0,3850.0,5808.0,3578.0,3626.0,7744.0
3000.0,484.0,0.7086776859504132,1.0,7.962809917355372,12.0,7.458677685950414,7.549586776859504,16.0,0.20000000000000168,0.8000000000000069,0.18181818181818182,0.02066115702479339,0.08884297520661157,0.7086776859504132,0.0,0.0,0.0,343.0,484.0,3854.0,5808.0,3610.0,3654.0,7744.0
3025.0,484.0,0.7272727272727273,1.0,7.966942148760331,12.0,7.491735537190083,7.582644628099174,16.0,0.20000000000000168,0.8000000000000069,0.16322314049586778,0.01652892561983471,0.09297520661157024,0.7272727272727273,0.0,0.0,0.0,352.0,484.0,3856.0,5808.0,3626.0,3670.0,7744.0
3050.0,484.0,0.743801652892562,1.0,7.971074380165289,12.0,7.537190082644628,7.615702479338843,16.0,0.20000000000000168,0.8000000000000069,0.1590909090909091,0.012396694214876033,0.08471074380165289,0.743801652892562,0.0,0.0,0.0,360.0,484.0,3858.0,5808.0,3648.0,3686.0,7744.0
3075.0,484.0,0.7603305785123967,1.0,7.971074380165289,12.0,7.607438016528926,7.661157024793388,16.0,0.20000000000000168,0.8000000000000069,0.1446280991735537,0.010330578512396695,0.08471074380165289,0.7603305785123967,0.0,0.0,0.0,368.0,484.0,3858.0,5808.0,3682.0,3708.0,7744.0
3100.0,484.0,0.7768595041322314,1.0,7.975206611570248,12.0,7.6570247933884295,7.68595041322314,16.0,0.20000000000000168,0.8000000000000069,0.1384297520661157,0.010330578512396695,0.0743801652892562,0.7768595041322314,0.0,0.0,0.0,376.0,484.0,3860.0,5808.0,3706.0,3720.0,7744.0
3125.0,484.0,0.7913223140495868,1.0,7.979338842975206,12.0,7.694214876033058,7.694214876033058,16.0,0.20000000000000168,0.8000000000000069,0.13429752066115702,0.010330578512396695,0.0640495867768595,0.7913223140495868,0.0,0.0,0.0,383.0,484.0,3862.0,5808.0,3724.0,3724.0,7744.0
3150.0,484.0,0.8099173553719008,1.0,7.979338842975206,12.0,7.735537190082645,7.7272727272727275,16.0,0.20000000000000168,0.8000000000000069,0.13016528925619836,0.008264462809917356,0.05165289256198347,0.8099173553719008,0.0,0.0,0.0,392.0,484.0,3862.0,5808.0,3744.0,3740.0,7744.0
3175.0,484.0,0.8202479338842975,1.0,7.979338842975206,12.0,7.756198347107438,7.756198347107438,16.0,0.20000000000000168,0.8000000000000069,0.11983471074380166,0.008264462809917356,0.05165289256198347,0.8202479338842975,0.0,0.0,0.0,397.0,484.0,3862.0,5808.0,3754.0,3754.0,7744.0
3200.0,484.0,0.8388429752066116,1.0,7.983471074380165,12.0,7.793388429752066,7.785123966942149,16.0,0.20000000000000168,0.8000000000000069,0.1115702479338843,0.008264462809917356,0.04132231404958678,0.8388429752066116,0.0,0.0,0.0,406.0,484.0,3864.0,5808.0,3772.0,3768.0,7744.0
3225.0,484.0,0.8429752066115702,1.0,7.991735537190083,12.0,7.8347107438016526,7.81404958677686,16.0,0.20000000000000168,0.8000000000000069,0.09504132231404959,0.008264462809917356,0.05371900826446281,0.8429752066115702,0.0,0.0,0.0,408.0,484.0,3868.0,5808.0,3792.0,3782.0,7744.0
3250.0,484.0,0.8512396694214877,1.0,7.991735537190083,12.0,7.855371900826446,7.8347107438016526,16.0,0.20000000000000168,0.8000000000000069,0.08677685950413223,0.006198347107438017,0.05578512396694215,0.8512396694214877,0.0,0.0,0.0,412.0,484.0,3868.0,5808.0,3802.0,3792.0,7744.0
3275.0,484.0,0.859504132231405,1.0,7.991735537190083,12.0,7.863636363636363,7.8429752066115705,16.0,0.20000000000000168,0.8000000000000069,0.07851239669421488,0.006198347107438017,0.05578512396694215,0.859504132231405,0.0,0.0,0.0,416.0,484.0,3868.0,5808.0,3806.0,3796.0,7744.0
3300.0,484.0,0.8760330578512396,1.0,7.991735537190083,12.0,7.880165289256198,7.855371900826446,16.0,0.20000000000000168,0.8000000000000069,0.07231404958677685,0.006198347107438017,0.045454545454545456,0.8760330578512396,0.0,0.0,0.0,424.0,484.0,3868.0,5808.0,3814.0,3802.0,7744.0
3325.0,484.0,0.8863636363636364,1.0,7.991735537190083,12.0,7.884297520661157,7.859504132231405,16.0,0.20000000000000168,0.8000000000000069,0.06611570247933884,0.006198347107438017,0.04132231404958678,0.8863636363636364,0.0,0.0,0.0,429.0,484.0,3868.0,5808.0,3816.0,3804.0,7744.0
3350.0,484.0,0.8966942148760331,1.0,7.991735537190083,12.0,7.892561983471074,7.871900826446281,16.0,0.20000000000000168,0.8000000000000069,0.05578512396694215,0.006198347107438017,0.04132231404958678,0.8966942148760331,0.0,0.0,0.0,434.0,484.0,3868.0,5808.0,3820.0,3810.0,7744.0
3375.0,484.0,0.9111570247933884,1.0,7.9958677685950414,12.0,7.904958677685951,7.884297520661157,16.0,0.20000000000000168,0.8000000000000069,0.05371900826446281,0.006198347107438017,0.028925619834710745,0.9111570247933884,0.0,0.0,0.0,441.0,484.0,3870.0,5808.0,3826.0,3816.0,7744.0
3400.0,484.0,0.9173553719008265,1.0,7.9958677685950414,12.0,7.909090909090909,7.896694214876033,16.0,0.20000000000000168,0.8000000000000069,0.05165289256198347,0.004132231404958678,0.026859504132231406,0.9173553719008265,0.0,0.0,0.0,444.0,484.0,3870.0,5808.0,3828.0,3822.0,7744.0
3425.0,484.0,0.9276859504132231,1.0,7.9958677685950414,12.0,7.913223140495868,7.909090909090909,16.0,0.20000000000000168,0.8000000000000069,0.05165289256198347,0.002066115702479339,0.01859504132231405,0.9276859504132231,0.0,0.0,0.0,449.0,484.0,3870.0,5808.0,3830.0,3828.0,7744.0
3450.0,484.0,0.9276859504132231,1.0,7.9958677685950414,12.0,7.913223140495868,7.913223140495868,16.0,0.20000000000000168,0.8000000000000069,0.03925619834710744,0.002066115702479339,0.030991735537190084,0.9276859504132231,0.0,0.0,0.0,449.0,484.0,3870.0,5808.0,3830.0,3830.0,7744.0
3475.0,484.0,0.9338842975206612,1.0,7.9958677685950414,12.0,7.917355371900826,7.917355371900826,16.0,0.20000000000000168,0.8000000000000069,0.0371900826446281,0.002066115702479339,0.026859504132231406,0.9338842975206612,0.0,0.0,0.0,452.0,484.0,3870.0,5808.0,3832.0,3832.0,7744.0
3500.0,484.0,0.9380165289256198,1.0,8.0,12.0,7.925619834710743,7.925619834710743,16.0,0.20000000000000168,0.8000000000000069,0.030991735537190084,0.002066115702479339,0.028925619834710745,0.9380165289256198,0.0,0.0,0.0,454.0,484.0,3872.0,5808.0,3836.0,3836.0,7744.0
3525.0,484.0,0.9462809917355371,1.0,8.0,12.0,7.929752066115703,7.933884297520661,16.0,0.20000000000000168,0.8000000000000069,0.028925619834710745,0.002066115702479339,0.022727272727272728,0.9462809917355371,0.0,0.0,0.0,458.0,484.0,3872.0,5808.0,3838.0,3840.0,7744.0
3550.0,484.0,0.9462809917355371,1.0,8.0,12.0,7.933884297520661,7.9421487603305785,16.0,0.20000000000000168,0.8000000000000069,0.028925619834710745,0.002066115702479339,0.022727272727272728,0.9462809917355371,0.0,0.0,0.0,458.0,484.0,3872.0,5808.0,3840.0,3844.0,7744.0
3575.0,484.0,0.9504132231404959,1.0,8.0,12.0,7.950413223140496,7.946280991735537,16.0,0.20000000000000168,0.8000000000000069,0.028925619834710745,0.0,0.02066115702479339,0.9504132231404959,0.0,0.0,0.0,460.0,484.0,3872.0,5808.0,3848.0,3846.0,7744.0
3600.0,484.0,0.9524793388429752,1.0,8.0,12.0,7.954545454545454,7.950413223140496,16.0,0.20000000000000168,0.8000000000000069,0.024793388429752067,0.0,0.022727272727272728,0.9524793388429752,0.0,0.0,0.0,461.0,484.0,3872.0,5808.0,3850.0,3848.0,7744.0
3625.0,484.0,0.9566115702479339,1.0,8.0,12.0,7.954545454545454,7.962809917355372,16.0,0.20000000000000168,0.8000000000000069,0.024793388429752067,0.0,0.01859504132231405,0.9566115702479339,0.0,0.0,0.0,463.0,484.0,3872.0,5808.0,3850.0,3854.0,7744.0
3650.0,484.0,0.9607438016528925,1.0,8.0,12.0,7.954545454545454,7.966942148760331,16.0,0.20000000000000168,0.8000000000000069,0.02066115702479339,0.0,0.01859504132231405,0.9607438016528925,0.0,0.0,0.0,465.0,484.0,3872.0,5808.0,3850.0,3856.0,7744.0
3675.0,484.0,0.96900826446281,1.0,8.0,12.0,7.958677685950414,7.971074380165289,16.0,0.20000000000000168,0.8000000000000069,0.02066115702479339,0.0,0.010330578512396695,0.96900826446281,0.0,0.0,0.0,469.0,484.0,3872.0,5808.0,3852.0,3858.0,7744.0
3700.0,484.0,0.96900826446281,1.0,8.0,12.0,7.966942148760331,7.979338842975206,16.0,0.20000000000000168,0.8000000000000069,0.01652892561983471,0.0,0.014462809917355372,0.96900826446281,0.0,0.0,0.0,469.0,484.0,3872.0,5808.0,3856.0,3862.0,7744.0
3725.0,484.0,0.96900826446281,1.0,8.0,12.0,7.971074380165289,7.987603305785124,16.0,0.20000000000000168,0.8000000000000069,0.014462809917355372,0.0,0.01652892561983471,0.96900826446281,0.0,0.0,0.0,469.0,484.0,3872.0,5808.0,3858.0,3866.0,7744.0
3750.0,484.0,0.9710743801652892,1.0,8.0,12.0,7.975206611570248,7.9958677685950414,16.0,0.20000000000000168,0.8000000000000069,0.012396694214876033,0.0,0.01652892561983471,0.9710743801652892,0.0,0.0,0.0,470.0,484.0,3872.0,5808.0,3860.0,3870.0,7744.0
3775.0,484.0,0.9731404958677686,1.0,8.0,12.0,7.979338842975206,7.9958677685950414,16.0,0.20000000000000168,0.8000000000000069,0.012396694214876033,0.0,0.014462809917355372,0.9731404958677686,0.0,0.0,0.0,471.0,484.0,3872.0,5808.0,3862.0,3870.0,7744.0
3800.0,484.0,0.9772727272727273,1.0,8.0,12.0,7.979338842975206,7.9958677685950414,16.0,0.20000000000000168,0.8000000000000069,0.012396694214876033,0.0,0.010330578512396695,0.9772727272727273,0.0,0.0,0.0,473.0,484.0,3872.0,5808.0,3862.0,3870.0,7744.0
3825.0,484.0,0.9793388429752066,1.0,8.0,12.0,7.983471074380165,7.9958677685950414,16.0,0.20000000000000168,0.8000000000000069,0.010330578512396695,0.0,0.010330578512396695,0.9793388429752066,0.0,0.0,0.0,474.0,484.0,3872.0,5808.0,3864.0,3870.0,7744.0
3850.0,484.0,0.981404958677686,1.0,8.0,12.0,7.983471074380165,8.0,16.0,0.20000000000000168,0.8000000000000069,0.008264462809917356,0.0,0.010330578512396695,0.981404958677686,0.0,0.0,0.0,475.0,484.0,3872.0,5808.0,3864.0,3872.0,7744.0
3875.0,484.0,0.9834710743801653,1.0,8.0,12.0,7.987603305785124,8.0,16.0,0.20000000000000168,0.8000000000000069,0.004132231404958678,0.0,0.012396694214876033,0.9834710743801653,0.0,0.0,0.0,476.0,484.0,3872.0,5808.0,3866.0,3872.0,7744.0
3900.0,484.0,0.9834710743801653,1.0,8.0,12.0,7.987603305785124,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.014462809917355372,0.9834710743801653,0.0,0.0,0.0,476.0,484.0,3872.0,5808.0,3866.0,3872.0,7744.0
3925.0,484.0,0.9855371900826446,1.0,8.0,12.0,7.991735537190083,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.012396694214876033,0.9855371900826446,0.0,0.0,0.0,477.0,484.0,3872.0,5808.0,3868.0,3872.0,7744.0
3950.0,484.0,0.9896694214876033,1.0,8.0,12.0,7.991735537190083,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.008264462809917356,0.9896694214876033,0.0,0.0,0.0,479.0,484.0,3872.0,5808.0,3868.0,3872.0,7744.0
3975.0,484.0,0.9896694214876033,1.0,8.0,12.0,7.991735537190083,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.008264462809917356,0.9896694214876033,0.0,0.0,0.0,479.0,484.0,3872.0,5808.0,3868.0,3872.0,7744.0
4000.0,484.0,0.9917355371900827,1.0,8.0,12.0,7.991735537190083,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.006198347107438017,0.9917355371900827,0.0,0.0,0.0,480.0,484.0,3872.0,5808.0,3868.0,3872.0,7744.0
4025.0,484.0,0.9917355371900827,1.0,8.0,12.0,7.991735537190083,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.006198347107438017,0.9917355371900827,0.0,0.0,0.0,480.0,484.0,3872.0,5808.0,3868.0,3872.0,7744.0
4050.0,484.0,0.9958677685950413,1.0,8.0,12.0,7.991735537190083,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.002066115702479339,0.9958677685950413,0.0,0.0,0.0,482.0,484.0,3872.0,5808.0,3868.0,3872.0,7744.0
4075.0,484.0,0.9958677685950413,1.0,8.0,12.0,7.991735537190083,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.002066115702479339,0.9958677685950413,0.0,0.0,0.0,482.0,484.0,3872.0,5808.0,3868.0,3872.0,7744.0
4100.0,484.0,0.9958677685950413,1.0,8.0,12.0,7.9958677685950414,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.002066115702479339,0.9958677685950413,0.0,0.0,0.0,482.0,484.0,3872.0,5808.0,3870.0,3872.0,7744.0
4125.0,484.0,0.9958677685950413,1.0,8.0,12.0,7.9958677685950414,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.002066115702479339,0.9958677685950413,0.0,0.0,0.0,482.0,484.0,3872.0,5808.0,3870.0,3872.0,7744.0
4150.0,484.0,0.9979338842975206,1.0,8.0,12.0,7.9958677685950414,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.0,0.9979338842975206,0.0,0.0,0.0,483.0,484.0,3872.0,5808.0,3870.0,3872.0,7744.0
4175.0,484.0,0.9979338842975206,1.0,8.0,12.0,7.9958677685950414,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.0,0.9979338842975206,0.0,0.0,0.0,483.0,484.0,3872.0,5808.0,3870.0,3872.0,7744.0
4200.0,484.0,0.9979338842975206,1.0,8.0,12.0,7.9958677685950414,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.0,0.9979338842975206,0.0,0.0,0.0,483.0,484.0,3872.0,5808.0,3870.0,3872.0,7744.0
4225.0,484.0,0.9979338842975206,1.0,8.0,12.0,7.9958677685950414,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.0,0.9979338842975206,0.0,0.0,0.0,483.0,484.0,3872.0,5808.0,3870.0,3872.0,7744.0
4250.0,484.0,0.9979338842975206,1.0,8.0,12.0,7.9958677685950414,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.0,0.9979338842975206,0.0,0.0,0.0,483.0,484.0,3872.0,5808.0,3870.0,3872.0,7744.0
4275.0,484.0,0.9979338842975206,1.0,8.0,12.0,8.0,8.0,16.0,0.20000000000000168,0.8000000000000069,0.002066115702479339,0.0,0.0,0.9979338842975206,0.0,0.0,0.0,483.0,484.0,3872.0,5808.0,3872.0,3872.0,7744.0
4300.0,484.0,0.9979338842975206,1.0,8.0,12.0,8.0,8.0,16.0,0.20000000000000168,0.8000000000000069,0.0,0.0,0.002066115702479339,0.9979338842975206,0.0,0.0,0.0,483.0,484.0,3872.0,5808.0,3872.0,3872.0,7744.0
4325.0,484.0,0.9979338842975206,1.0,8.0,12.0,8.0,8.0,16.0,0.20000000000000168,0.8000000000000069,0.0,0.0,0.002066115702479339,0.9979338842975206,0.0,0.0,0.0,483.0,484.0,3872.0,5808.0,3872.0,3872.0,7744.0
