MCS,Cell_ID,Cell_Type,Volume,TargetVolume,X_COM,Y_COM,Z_COM,requests_growth,requests_secretion,requests_dormancy,requests_phagocytosis,requests_compartmentalize,requests_fpp_link,requests_intracellular_model,requests_subcellular,behaviour_stats_secrete_uptake_active,behaviour_stats_secrete_uptake_active_since_mcs,behaviour_stats_secrete_uptake_activation_count,behaviour_stats_secrete_uptake_last_active_mcs,behaviour_stats_secrete_uptake_active_duration,behaviour_stats_secrete_uptake_inactive_duration,behaviour_stats_secrete_uptake_last_delta,behaviour_stats_secrete_uptake_total_delta,behaviour_stats_secrete_uptake_HostAssociatedCue_active,behaviour_stats_secrete_uptake_HostAssociatedCue_active_since_mcs,behaviour_stats_secrete_uptake_HostAssociatedCue_activation_count,behaviour_stats_secrete_uptake_HostAssociatedCue_last_active_mcs,behaviour_stats_secrete_uptake_HostAssociatedCue_interval_since_last,behaviour_stats_secrete_uptake_HostAssociatedCue_active_duration,behaviour_stats_secrete_uptake_HostAssociatedCue_last_delta,behaviour_stats_secrete_uptake_HostAssociatedCue_total_delta,behaviour_stats_secrete_uptake_last_field,behaviour_stats_secrete_uptake_last_mode,behaviour_stats_secrete_uptake_FungalSignal_active,behaviour_stats_secrete_uptake_FungalSignal_active_since_mcs,behaviour_stats_secrete_uptake_FungalSignal_activation_count,behaviour_stats_secrete_uptake_FungalSignal_last_active_mcs,behaviour_stats_secrete_uptake_FungalSignal_interval_since_last,behaviour_stats_secrete_uptake_FungalSignal_active_duration,behaviour_stats_secrete_uptake_FungalSignal_last_delta,behaviour_stats_secrete_uptake_FungalSignal_total_delta,behaviour_stats_chemotaxis_active,behaviour_stats_chemotaxis_active_since_mcs,behaviour_stats_chemotaxis_activation_count,behaviour_stats_chemotaxis_last_active_mcs,behaviour_stats_chemotaxis_active_duration,behaviour_stats_chemotaxis_inactive_duration,behaviour_stats_chemotaxis_field_name,behaviour_stats_chemotaxis_lambda,behaviour_stats_chemotaxis_formula,_chemotaxis_executed_mcs,"_internal_{""condition_type"": ""Logic_AND"", ""params"": {""conditions"": [{""condition_type"": ""Logic_OR"", ""params"": {""conditions"": [{""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""FungusYeast"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""AttachedFungus"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HyphaTip"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HyphaSegment"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HyphaRoot"", ""threshold"": 0}}]}}, {""condition_type"": ""Logic_OR"", ""params"": {""conditions"": [{""condition_type"": ""Environment"", ""params"": {""field_name"": ""FungalSignal"", ""operator"": "">"", ""sampling_mode"": ""boundary_max"", ""threshold"": 0.05}}, {""condition_type"": ""Environment"", ""params"": {""field_name"": ""DamageFactor"", ""operator"": "">"", ""sampling_mode"": ""boundary_max"", ""threshold"": 0.04}}]}}]}}","_internal_{""condition_type"": ""Logic_AND"", ""params"": {""conditions"": [{""condition_type"": ""Logic_OR"", ""params"": {""conditions"": [{""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""AttachedFungus"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HyphaTip"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HyphaSegment"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HyphaRoot"", ""threshold"": 0}}]}}, {""condition_type"": ""Logic_OR"", ""params"": {""conditions"": [{""condition_type"": ""Environment"", ""params"": {""field_name"": ""FungalSignal"", ""operator"": "">"", ""sampling_mode"": ""boundary_max"", ""threshold"": 0.08}}, {""condition_type"": ""Environment"", ""params"": {""field_name"": ""DamageFactor"", ""operator"": "">"", ""sampling_mode"": ""cell_average"", ""threshold"": 0.08}}]}}]}}",_internal_once_rules_11_root_seed_tip,"_internal_{""condition_type"": ""Logic_OR"", ""params"": {""conditions"": [{""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HostCell"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""DamagedHostCell"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""InterstitialSpace"", ""threshold"": 0}}]}}",behaviour_stats_type_switch_count,behaviour_stats_type_switch_first_mcs,behaviour_stats_type_switch_last_mcs,behaviour_stats_type_switch_interval_since_last,behaviour_stats_type_switch_from_type,behaviour_stats_type_switch_to_type,compartment_enabled,compartment_cluster_id,compartment_action_mcs,is_compartment_tip,is_hypha_tip,orientation_x,orientation_y,orientation_z,hypha_length,branch_count,tip_seed_mcs
700,1,1,158,160.0,27.936708860759495,40.72784810126582,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,700.0,2103.0,0.0,0.0005,1.0514999999999397,True,0.0,1.0,700.0,0.0,2103.0,0.0005,1.0514999999999397,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,1,1,158,160.0,27.71518987341772,40.5,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,750.0,2253.0,0.0,0.0005,1.1264999999999314,True,0.0,1.0,750.0,0.0,2253.0,0.0005,1.1264999999999314,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1,1,155,160.0,28.393548387096775,40.58709677419355,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,800.0,2403.0,0.0,0.0005,1.2014999999999232,True,0.0,1.0,800.0,0.0,2403.0,0.0005,1.2014999999999232,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,1,1,155,160.0,27.593548387096774,41.43225806451613,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,850.0,2553.0,0.0,0.0005,1.276499999999915,True,0.0,1.0,850.0,0.0,2553.0,0.0005,1.276499999999915,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,1,1,158,160.0,28.765822784810126,41.75949367088607,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,900.0,2703.0,0.0,0.0005,1.3514999999999067,True,0.0,1.0,900.0,0.0,2703.0,0.0005,1.3514999999999067,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1,1,155,160.0,28.548387096774192,41.116129032258065,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,950.0,2853.0,0.0,0.0005,1.4264999999998984,True,0.0,1.0,950.0,0.0,2853.0,0.0005,1.4264999999998984,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,1,1,157,160.0,28.719745222929937,40.88535031847134,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1000.0,3003.0,0.0,0.0005,1.5014999999998901,True,0.0,1.0,1000.0,0.0,3003.0,0.0005,1.5014999999998901,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,1,1,156,160.0,28.544871794871796,41.26282051282051,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1050.0,3153.0,0.0,0.0005,1.5764999999998819,True,0.0,1.0,1050.0,0.0,3153.0,0.0005,1.5764999999998819,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,1,1,157,160.0,29.121019108280255,41.1656050955414,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1100.0,3303.0,0.0,0.0005,1.6514999999998736,True,0.0,1.0,1100.0,0.0,3303.0,0.0005,1.6514999999998736,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,1,1,158,160.0,28.537974683544302,40.949367088607595,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1150.0,3453.0,0.0,0.0005,1.7264999999998654,True,0.0,1.0,1150.0,0.0,3453.0,0.0005,1.7264999999998654,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,1,1,156,160.0,28.544871794871796,40.69871794871795,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1200.0,3603.0,0.0,0.0005,1.801499999999857,True,0.0,1.0,1200.0,0.0,3603.0,0.0005,1.801499999999857,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,1,1,157,160.0,28.719745222929937,40.87261146496815,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1250.0,3753.0,0.0,0.0005,1.8764999999998488,True,0.0,1.0,1250.0,0.0,3753.0,0.0005,1.8764999999998488,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1,1,155,160.0,29.045161290322582,41.3741935483871,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1300.0,3903.0,0.0,0.0005,1.9514999999998406,True,0.0,1.0,1300.0,0.0,3903.0,0.0005,1.9514999999998406,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,1,1,158,160.0,28.354430379746834,41.22784810126582,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1350.0,4053.0,0.0,0.0005,2.026499999999844,True,0.0,1.0,1350.0,0.0,4053.0,0.0005,2.026499999999844,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,1,1,154,160.0,28.954545454545453,41.746753246753244,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1400.0,4203.0,0.0,0.0005,2.101499999999869,True,0.0,1.0,1400.0,0.0,4203.0,0.0005,2.101499999999869,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,1,1,157,160.0,28.49044585987261,41.445859872611464,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1450.0,4353.0,0.0,0.0005,2.176499999999894,True,0.0,1.0,1450.0,0.0,4353.0,0.0005,2.176499999999894,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,1,1,156,160.0,29.108974358974358,41.53846153846154,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1500.0,4503.0,0.0,0.0005,2.2514999999999192,True,0.0,1.0,1500.0,0.0,4503.0,0.0005,2.2514999999999192,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,1,1,156,160.0,29.743589743589745,41.32051282051282,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1550.0,4653.0,0.0,0.0005,2.3264999999999443,True,0.0,1.0,1550.0,0.0,4653.0,0.0005,2.3264999999999443,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,1,1,155,160.0,29.16774193548387,41.12903225806452,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1600.0,4803.0,0.0,0.0005,2.4014999999999693,True,0.0,1.0,1600.0,0.0,4803.0,0.0005,2.4014999999999693,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,1,1,154,160.0,29.876623376623378,41.1948051948052,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1650.0,4953.0,0.0,0.0005,2.4764999999999944,True,0.0,1.0,1650.0,0.0,4953.0,0.0005,2.4764999999999944,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
