MCS,Cell_ID,Cell_Type,Volume,TargetVolume,X_COM,Y_COM,Z_COM,requests_growth,requests_secretion,requests_dormancy,requests_phagocytosis,requests_compartmentalize,requests_fpp_link,requests_intracellular_model,requests_subcellular,behaviour_stats_secrete_uptake_active,behaviour_stats_secrete_uptake_active_since_mcs,behaviour_stats_secrete_uptake_activation_count,behaviour_stats_secrete_uptake_last_active_mcs,behaviour_stats_secrete_uptake_active_duration,behaviour_stats_secrete_uptake_inactive_duration,behaviour_stats_secrete_uptake_last_delta,behaviour_stats_secrete_uptake_total_delta,behaviour_stats_secrete_uptake_HostAssociatedCue_active,behaviour_stats_secrete_uptake_HostAssociatedCue_active_since_mcs,behaviour_stats_secrete_uptake_HostAssociatedCue_activation_count,behaviour_stats_secrete_uptake_HostAssociatedCue_last_active_mcs,behaviour_stats_secrete_uptake_HostAssociatedCue_interval_since_last,behaviour_stats_secrete_uptake_HostAssociatedCue_active_duration,behaviour_stats_secrete_uptake_HostAssociatedCue_last_delta,behaviour_stats_secrete_uptake_HostAssociatedCue_total_delta,behaviour_stats_secrete_uptake_last_field,behaviour_stats_secrete_uptake_last_mode,behaviour_stats_secrete_uptake_FungalSignal_active,behaviour_stats_secrete_uptake_FungalSignal_active_since_mcs,behaviour_stats_secrete_uptake_FungalSignal_activation_count,behaviour_stats_secrete_uptake_FungalSignal_last_active_mcs,behaviour_stats_secrete_uptake_FungalSignal_interval_since_last,behaviour_stats_secrete_uptake_FungalSignal_active_duration,behaviour_stats_secrete_uptake_FungalSignal_last_delta,behaviour_stats_secrete_uptake_FungalSignal_total_delta,behaviour_stats_chemotaxis_active,behaviour_stats_chemotaxis_active_since_mcs,behaviour_stats_chemotaxis_activation_count,behaviour_stats_chemotaxis_last_active_mcs,behaviour_stats_chemotaxis_active_duration,behaviour_stats_chemotaxis_inactive_duration,behaviour_stats_chemotaxis_field_name,behaviour_stats_chemotaxis_lambda,behaviour_stats_chemotaxis_formula,_chemotaxis_executed_mcs,"_internal_{""condition_type"": ""Logic_AND"", ""params"": {""conditions"": [{""condition_type"": ""Logic_OR"", ""params"": {""conditions"": [{""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""FungusYeast"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""AttachedFungus"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HyphaTip"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HyphaSegment"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HyphaRoot"", ""threshold"": 0}}]}}, {""condition_type"": ""Logic_OR"", ""params"": {""conditions"": [{""condition_type"": ""Environment"", ""params"": {""field_name"": ""FungalSignal"", ""operator"": "">"", ""sampling_mode"": ""boundary_max"", ""threshold"": 0.05}}, {""condition_type"": ""Environment"", ""params"": {""field_name"": ""DamageFactor"", ""operator"": "">"", ""sampling_mode"": ""boundary_max"", ""threshold"": 0.04}}]}}]}}","_internal_{""condition_type"": ""Logic_AND"", ""params"": {""conditions"": [{""condition_type"": ""Logic_OR"", ""params"": {""conditions"": [{""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""AttachedFungus"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HyphaTip"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HyphaSegment"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HyphaRoot"", ""threshold"": 0}}]}}, {""condition_type"": ""Logic_OR"", ""params"": {""conditions"": [{""condition_type"": ""Environment"", ""params"": {""field_name"": ""FungalSignal"", ""operator"": "">"", ""sampling_mode"": ""boundary_max"", ""threshold"": 0.08}}, {""condition_type"": ""Environment"", ""params"": {""field_name"": ""DamageFactor"", ""operator"": "">"", ""sampling_mode"": ""cell_average"", ""threshold"": 0.08}}]}}]}}",_internal_once_rules_11_root_seed_tip,"_internal_{""condition_type"": ""Logic_OR"", ""params"": {""conditions"": [{""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""HostCell"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""DamagedHostCell"", ""threshold"": 0}}, {""condition_type"": ""Contact"", ""params"": {""operator"": "">"", ""target_type"": ""InterstitialSpace"", ""threshold"": 0}}]}}",behaviour_stats_type_switch_count,behaviour_stats_type_switch_first_mcs,behaviour_stats_type_switch_last_mcs,behaviour_stats_type_switch_interval_since_last,behaviour_stats_type_switch_from_type,behaviour_stats_type_switch_to_type,compartment_enabled,compartment_cluster_id,compartment_action_mcs,is_compartment_tip,is_hypha_tip,orientation_x,orientation_y,orientation_z,hypha_length,branch_count,tip_seed_mcs
700,3,1,156,160.0,50.33974358974359,34.294871794871796,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,700.0,2103.0,0.0,0.0005,1.0514999999999397,True,0.0,1.0,700.0,0.0,2103.0,0.0005,1.0514999999999397,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,3,1,157,160.0,50.33757961783439,33.78343949044586,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,750.0,2253.0,0.0,0.0005,1.1264999999999314,True,0.0,1.0,750.0,0.0,2253.0,0.0005,1.1264999999999314,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,3,1,157,160.0,50.547770700636946,34.210191082802545,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,800.0,2403.0,0.0,0.0005,1.2014999999999232,True,0.0,1.0,800.0,0.0,2403.0,0.0005,1.2014999999999232,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,3,1,159,160.0,50.9937106918239,34.276729559748425,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,850.0,2553.0,0.0,0.0005,1.276499999999915,True,0.0,1.0,850.0,0.0,2553.0,0.0005,1.276499999999915,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,3,1,160,160.0,51.1,33.66875,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,900.0,2703.0,0.0,0.0005,1.3514999999999067,True,0.0,1.0,900.0,0.0,2703.0,0.0005,1.3514999999999067,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,3,1,159,160.0,51.16981132075472,33.54716981132076,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,950.0,2853.0,0.0,0.0005,1.4264999999998984,True,0.0,1.0,950.0,0.0,2853.0,0.0005,1.4264999999998984,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,3,1,158,160.0,51.436708860759495,33.848101265822784,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1000.0,3003.0,0.0,0.0005,1.5014999999998901,True,0.0,1.0,1000.0,0.0,3003.0,0.0005,1.5014999999998901,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,3,1,156,160.0,51.71153846153846,33.55769230769231,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1050.0,3153.0,0.0,0.0005,1.5764999999998819,True,0.0,1.0,1050.0,0.0,3153.0,0.0005,1.5764999999998819,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,3,1,156,160.0,51.22435897435897,33.8974358974359,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1100.0,3303.0,0.0,0.0005,1.6514999999998736,True,0.0,1.0,1100.0,0.0,3303.0,0.0005,1.6514999999998736,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,3,1,154,160.0,50.896103896103895,33.95454545454545,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1150.0,3453.0,0.0,0.0005,1.7264999999998654,True,0.0,1.0,1150.0,0.0,3453.0,0.0005,1.7264999999998654,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,3,1,155,160.0,50.851612903225806,33.96774193548387,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1200.0,3603.0,0.0,0.0005,1.801499999999857,True,0.0,1.0,1200.0,0.0,3603.0,0.0005,1.801499999999857,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,3,1,155,160.0,51.541935483870965,34.33548387096774,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1250.0,3753.0,0.0,0.0005,1.8764999999998488,True,0.0,1.0,1250.0,0.0,3753.0,0.0005,1.8764999999998488,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,3,1,155,160.0,51.825806451612905,33.83870967741935,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1300.0,3903.0,0.0,0.0005,1.9514999999998406,True,0.0,1.0,1300.0,0.0,3903.0,0.0005,1.9514999999998406,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,3,1,153,160.0,51.63398692810458,33.64052287581699,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1350.0,4053.0,0.0,0.0005,2.026499999999844,True,0.0,1.0,1350.0,0.0,4053.0,0.0005,2.026499999999844,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,3,1,156,160.0,52.42307692307692,33.53846153846154,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1400.0,4203.0,0.0,0.0005,2.101499999999869,True,0.0,1.0,1400.0,0.0,4203.0,0.0005,2.101499999999869,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,3,1,154,160.0,52.37662337662338,34.20779220779221,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1450.0,4353.0,0.0,0.0005,2.176499999999894,True,0.0,1.0,1450.0,0.0,4353.0,0.0005,2.176499999999894,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,3,1,150,160.0,52.46666666666667,34.00666666666667,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1500.0,4503.0,0.0,0.0005,2.2514999999999192,True,0.0,1.0,1500.0,0.0,4503.0,0.0005,2.2514999999999192,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,3,1,153,160.0,53.01960784313726,33.65359477124183,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1550.0,4653.0,0.0,0.0005,2.3264999999999443,True,0.0,1.0,1550.0,0.0,4653.0,0.0005,2.3264999999999443,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,3,1,157,160.0,53.044585987261144,34.554140127388536,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1600.0,4803.0,0.0,0.0005,2.4014999999999693,True,0.0,1.0,1600.0,0.0,4803.0,0.0005,2.4014999999999693,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,3,1,154,160.0,54.324675324675326,34.44155844155844,0.0,[],[],[],[],[],[],[],[],True,0.0,1.0,1650.0,4953.0,0.0,0.0005,2.4764999999999944,True,0.0,1.0,1650.0,0.0,4953.0,0.0005,2.4764999999999944,HostAssociatedCue,secreteInsideCellAtCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
